id_empregado,departamento,regiao,educacao,genero,canal_de_recrutamento,n_de_treinamentos,idade,pontuacao_ano_anterior,tempo_de_servico,KPIs >80%,venceu_premiacoes?,pontuacao_media_treinamentos,foi_promovido
61050,Tecnologia,regiao_16,Bacharelado,M,processo seletivo,1,36,4.0,9,0,0,79,0
56629,Compras,regiao_15,Mestrado & acima,F,outros,1,47,5.0,18,1,0,65,0
28197,Vendas & Marketing,regiao_13,Bacharelado,F,outros,1,36,3.0,10,0,0,48,0
75042,Operacoes,regiao_27,Mestrado & acima,M,outros,1,42,3.0,4,1,0,61,1
29522,Tecnologia,regiao_31,Bacharelado,M,processo seletivo,1,36,3.0,3,0,0,77,0
19593,Financeiro,regiao_2,Bacharelado,M,processo seletivo,1,37,5.0,3,1,0,66,0
74708,Operacoes,regiao_22,Mestrado & acima,F,indicacao,1,34,4.0,5,0,0,61,0
60729,Operacoes,regiao_20,Mestrado & acima,F,processo seletivo,1,46,3.0,4,0,0,57,0
28472,Operacoes,regiao_22,Bacharelado,M,processo seletivo,2,24,4.0,2,1,0,59,0
35292,Tecnologia,regiao_2,Mestrado & acima,F,outros,1,38,4.0,13,0,0,79,0
13409,Vendas & Marketing,regiao_4,Mestrado & acima,M,processo seletivo,1,46,3.0,7,1,0,46,0
72048,Operacoes,regiao_26,Bacharelado,M,outros,1,36,3.0,8,0,0,54,0
39613,Compras,regiao_14,Bacharelado,F,outros,1,27,,1,1,0,70,0
15996,Operacoes,regiao_2,Mestrado & acima,M,outros,2,33,3.0,8,0,0,59,0
77317,Vendas & Marketing,regiao_13,Bacharelado,M,outros,1,39,4.0,12,0,0,49,0
17041,Operacoes,regiao_13,Mestrado & acima,M,processo seletivo,1,35,2.0,9,0,0,58,0
26774,Vendas & Marketing,regiao_2,Mestrado & acima,M,processo seletivo,1,47,3.0,3,0,0,51,0
9924,Vendas & Marketing,regiao_15,Bacharelado,F,processo seletivo,1,28,2.0,2,0,0,50,0
22289,Compras,regiao_22,Bacharelado,M,processo seletivo,6,28,3.0,6,0,0,75,0
20818,Analise,regiao_2,Mestrado & acima,M,outros,1,38,5.0,5,1,0,85,0
40343,Operacoes,regiao_12,Mestrado & acima,M,outros,1,32,,1,0,0,60,0
67602,Analise,regiao_23,Mestrado & acima,M,outros,1,33,4.0,4,1,0,79,0
36131,Vendas & Marketing,regiao_2,Bacharelado,F,outros,1,47,3.0,5,0,0,55,0
76119,Pesquisa & Desenvolvimento,regiao_2,Mestrado & acima,M,processo seletivo,1,30,3.0,2,0,0,83,0
30958,Analise,regiao_9,Mestrado & acima,M,outros,1,29,5.0,2,1,0,83,0
25024,Analise,regiao_2,Mestrado & acima,M,processo seletivo,1,58,3.0,4,0,0,83,0
65425,Vendas & Marketing,regiao_26,Bacharelado,M,outros,1,35,3.0,9,1,0,89,1
73379,Vendas & Marketing,regiao_20,Mestrado & acima,M,outros,1,38,1.0,3,1,0,44,0
62200,Operacoes,regiao_15,Bacharelado,M,outros,1,43,2.0,5,0,0,56,0
57659,Tecnologia,regiao_21,Bacharelado,F,processo seletivo,2,30,3.0,6,0,0,80,0
36665,Tecnologia,regiao_4,Bacharelado,F,outros,1,32,1.0,4,1,0,85,0
51475,Tecnologia,regiao_2,,F,processo seletivo,1,45,4.0,6,0,0,79,0
59120,Operacoes,regiao_23,Bacharelado,M,outros,1,26,,1,0,0,57,0
59063,Operacoes,regiao_15,Bacharelado,F,outros,1,44,5.0,6,1,0,60,1
20727,Financeiro,regiao_7,Mestrado & acima,F,outros,2,37,4.0,8,0,0,61,0
28282,Compras,regiao_2,Bacharelado,F,processo seletivo,3,28,3.0,8,0,0,68,0
32900,Tecnologia,regiao_22,Bacharelado,F,processo seletivo,1,26,4.0,2,0,0,81,0
47050,Operacoes,regiao_24,Mestrado & acima,F,processo seletivo,1,33,5.0,8,1,0,60,0
36063,Tecnologia,regiao_2,Bacharelado,M,processo seletivo,1,55,3.0,14,0,0,80,0
5262,Compras,regiao_13,Mestrado & acima,F,processo seletivo,1,34,5.0,7,1,0,64,0
43754,Analise,regiao_19,Bacharelado,M,processo seletivo,1,32,3.0,6,0,0,85,0
60550,RH,regiao_30,Bacharelado,F,outros,1,27,3.0,3,0,0,49,0
3873,Tecnologia,regiao_26,Bacharelado,F,outros,1,32,1.0,5,0,0,82,0
44473,Analise,regiao_9,,M,outros,1,28,,1,0,0,83,0
66331,Operacoes,regiao_2,Mestrado & acima,F,outros,2,50,4.0,24,0,0,60,0
831,Vendas & Marketing,regiao_19,Bacharelado,M,outros,1,48,3.0,4,1,0,47,0
50115,Vendas & Marketing,regiao_22,Mestrado & acima,M,processo seletivo,3,39,1.0,9,0,0,48,0
68140,Financeiro,regiao_30,Bacharelado,M,outros,2,30,,1,1,1,61,0
65228,Tecnologia,regiao_2,Abaixo do ensino medio,F,indicacao,1,23,,1,1,0,79,0
4011,Vendas & Marketing,regiao_2,Bacharelado,M,processo seletivo,1,52,2.0,2,0,0,48,0
1063,Vendas & Marketing,regiao_9,,M,processo seletivo,1,31,1.0,2,0,0,50,0
3300,Tecnologia,regiao_33,Mestrado & acima,M,outros,1,59,3.0,27,0,0,77,0
35606,Tecnologia,regiao_7,Bacharelado,F,processo seletivo,1,27,3.0,2,0,0,76,0
7745,Tecnologia,regiao_11,Bacharelado,M,outros,1,27,,1,1,0,79,1
67127,Tecnologia,regiao_26,Mestrado & acima,M,processo seletivo,1,36,4.0,7,0,0,76,0
65650,Compras,regiao_22,Mestrado & acima,M,processo seletivo,1,31,3.0,5,0,0,69,0
4217,Analise,regiao_31,Bacharelado,F,outros,1,26,5.0,2,0,0,85,0
56648,Vendas & Marketing,regiao_7,,M,processo seletivo,1,25,,1,1,0,48,0
28564,Financeiro,regiao_27,Bacharelado,F,outros,1,25,4.0,3,0,0,61,0
65555,Vendas & Marketing,regiao_22,Bacharelado,F,outros,1,34,5.0,7,1,0,50,0
32416,Vendas & Marketing,regiao_11,Mestrado & acima,M,processo seletivo,1,34,2.0,10,0,0,49,0
56562,Analise,regiao_26,Bacharelado,M,processo seletivo,2,24,,1,1,0,80,0
54480,Vendas & Marketing,regiao_7,Bacharelado,M,outros,1,51,5.0,2,0,0,48,0
17779,RH,regiao_2,Bacharelado,M,indicacao,1,29,,1,1,0,53,0
34887,Compras,regiao_20,Bacharelado,M,processo seletivo,1,35,2.0,6,0,0,72,0
50955,RH,regiao_22,Mestrado & acima,M,processo seletivo,1,45,3.0,16,0,0,49,0
14402,RH,regiao_2,Abaixo do ensino medio,F,outros,1,20,3.0,1,0,0,51,0
47695,Operacoes,regiao_26,Mestrado & acima,F,outros,1,32,5.0,7,0,0,59,0
5821,Compras,regiao_7,Mestrado & acima,M,processo seletivo,1,32,3.0,7,0,0,67,0
46413,Vendas & Marketing,regiao_24,Bacharelado,M,outros,2,37,3.0,10,0,0,46,0
45369,Compras,regiao_2,Bacharelado,M,outros,1,31,3.0,2,1,0,73,0
35427,Tecnologia,regiao_15,Bacharelado,M,processo seletivo,1,28,3.0,4,0,0,85,0
59480,Vendas & Marketing,regiao_33,Bacharelado,M,outros,1,36,4.0,7,1,0,51,0
74933,Vendas & Marketing,regiao_4,Mestrado & acima,M,processo seletivo,1,35,3.0,3,1,0,54,1
26450,Analise,regiao_32,Bacharelado,M,processo seletivo,1,32,3.0,5,0,0,82,0
75835,Vendas & Marketing,regiao_28,Bacharelado,M,processo seletivo,1,29,5.0,2,1,0,52,0
29736,RH,regiao_22,Mestrado & acima,M,outros,2,41,5.0,9,0,0,50,0
12590,Analise,regiao_15,Mestrado & acima,M,outros,1,39,3.0,12,0,0,81,0
23942,Operacoes,regiao_2,Mestrado & acima,M,indicacao,1,41,5.0,4,1,0,61,0
73828,Tecnologia,regiao_15,Bacharelado,M,processo seletivo,1,28,,1,0,0,82,0
38179,Vendas & Marketing,regiao_7,Bacharelado,M,processo seletivo,1,46,4.0,18,0,0,44,0
69394,Vendas & Marketing,regiao_30,,M,outros,1,32,2.0,5,0,0,52,0
19892,Analise,regiao_29,Bacharelado,F,processo seletivo,1,28,5.0,4,0,0,83,1
46242,Compras,regiao_7,Mestrado & acima,M,outros,2,52,3.0,9,0,0,75,0
34427,Tecnologia,regiao_22,Bacharelado,M,processo seletivo,1,32,3.0,5,0,0,81,0
70787,Compras,regiao_26,Bacharelado,M,outros,1,28,3.0,4,0,0,72,0
23835,Vendas & Marketing,regiao_22,Bacharelado,M,outros,1,28,3.0,2,0,0,50,0
378,Vendas & Marketing,regiao_7,Mestrado & acima,M,outros,1,40,4.0,4,0,0,49,0
72664,Vendas & Marketing,regiao_30,Bacharelado,M,processo seletivo,1,29,4.0,4,0,0,47,0
27595,Analise,regiao_22,,M,processo seletivo,1,25,3.0,2,0,0,85,0
55152,Analise,regiao_2,,M,outros,1,32,1.0,6,0,0,82,0
69777,Vendas & Marketing,regiao_22,Bacharelado,M,outros,2,32,5.0,6,1,0,47,0
30251,Operacoes,regiao_4,Mestrado & acima,M,outros,1,35,5.0,6,1,0,59,0
42307,Tecnologia,regiao_15,Bacharelado,M,outros,1,26,5.0,3,0,1,80,1
23537,Vendas & Marketing,regiao_7,Bacharelado,F,processo seletivo,1,28,1.0,4,0,0,52,0
1004,Vendas & Marketing,regiao_2,Mestrado & acima,F,processo seletivo,1,59,4.0,16,0,0,47,0
24828,Vendas & Marketing,regiao_14,Bacharelado,M,processo seletivo,1,41,5.0,13,1,0,92,1
56095,Analise,regiao_15,Bacharelado,M,outros,1,39,3.0,4,0,0,81,0
32538,Vendas & Marketing,regiao_7,Bacharelado,M,processo seletivo,1,30,5.0,5,1,0,47,0
28033,Operacoes,regiao_32,Bacharelado,M,outros,1,47,5.0,2,0,0,57,0
59593,Compras,regiao_11,Mestrado & acima,M,outros,1,41,5.0,15,1,0,70,1
27052,Legal,regiao_7,Bacharelado,M,outros,1,32,4.0,2,0,0,62,0
68399,Vendas & Marketing,regiao_13,Bacharelado,M,outros,1,26,3.0,3,0,0,49,0
16870,Operacoes,regiao_15,Bacharelado,F,processo seletivo,1,34,4.0,3,1,0,61,0
27660,Compras,regiao_4,Mestrado & acima,M,outros,1,51,5.0,17,1,0,71,0
13067,Tecnologia,regiao_16,Abaixo do ensino medio,M,processo seletivo,2,24,4.0,3,1,0,81,1
35622,Tecnologia,regiao_2,Mestrado & acima,F,outros,1,57,5.0,14,0,0,77,0
73760,Vendas & Marketing,regiao_26,Bacharelado,F,processo seletivo,1,25,3.0,2,0,0,52,0
58198,Tecnologia,regiao_7,Mestrado & acima,F,processo seletivo,1,46,4.0,4,1,0,83,0
29265,Compras,regiao_2,Bacharelado,F,outros,1,29,3.0,4,1,0,63,0
16970,Financeiro,regiao_26,Bacharelado,M,outros,2,28,4.0,2,0,0,60,0
27628,Tecnologia,regiao_2,Bacharelado,F,processo seletivo,2,25,4.0,4,1,0,79,0
20048,Vendas & Marketing,regiao_22,Bacharelado,M,outros,2,27,4.0,4,1,0,53,1
54009,Analise,regiao_7,,M,processo seletivo,1,26,5.0,3,0,0,89,0
8237,Vendas & Marketing,regiao_11,Bacharelado,M,outros,1,28,4.0,4,0,0,51,0
34034,Operacoes,regiao_7,Bacharelado,F,processo seletivo,1,45,4.0,4,1,0,57,0
40583,Compras,regiao_14,Mestrado & acima,F,processo seletivo,1,37,3.0,4,0,0,69,0
39263,Vendas & Marketing,regiao_2,Bacharelado,F,outros,1,41,3.0,5,1,0,45,0
16412,Compras,regiao_17,,F,outros,1,31,3.0,3,1,0,70,1
69472,Vendas & Marketing,regiao_15,Bacharelado,M,outros,1,35,5.0,4,0,0,54,0
58056,Tecnologia,regiao_4,Bacharelado,M,outros,2,32,3.0,4,1,0,80,0
31082,Legal,regiao_22,Bacharelado,M,outros,1,38,3.0,8,0,0,57,0
57518,Vendas & Marketing,regiao_7,Bacharelado,M,processo seletivo,1,30,3.0,5,1,0,50,1
652,Compras,regiao_31,Bacharelado,F,processo seletivo,2,29,3.0,2,0,0,70,0
70276,Operacoes,regiao_10,Bacharelado,M,outros,1,35,5.0,7,1,0,53,0
36314,Vendas & Marketing,regiao_31,Bacharelado,M,processo seletivo,1,37,3.0,9,0,0,46,0
55128,Vendas & Marketing,regiao_13,Mestrado & acima,M,processo seletivo,1,50,3.0,16,0,0,51,0
21665,Tecnologia,regiao_2,Mestrado & acima,M,processo seletivo,1,31,4.0,2,0,0,83,0
63827,Operacoes,regiao_7,Bacharelado,M,processo seletivo,1,30,4.0,2,0,0,55,0
27082,Operacoes,regiao_2,Bacharelado,F,processo seletivo,1,27,4.0,2,1,0,61,0
71507,Compras,regiao_22,Mestrado & acima,M,processo seletivo,1,38,5.0,9,1,0,70,0
47971,Vendas & Marketing,regiao_22,Bacharelado,M,processo seletivo,1,26,3.0,4,1,0,45,0
64414,Compras,regiao_2,Bacharelado,F,indicacao,1,33,3.0,5,0,0,80,1
43915,Compras,regiao_2,Mestrado & acima,M,processo seletivo,3,40,3.0,9,0,0,68,0
62500,Vendas & Marketing,regiao_20,Bacharelado,M,outros,1,29,4.0,6,0,1,50,0
38725,RH,regiao_2,Abaixo do ensino medio,M,processo seletivo,1,23,,1,0,0,50,0
45173,RH,regiao_25,Bacharelado,F,outros,1,28,2.0,6,0,0,50,0
59185,Vendas & Marketing,regiao_2,Bacharelado,M,outros,1,41,5.0,3,0,0,49,0
76927,Operacoes,regiao_14,Bacharelado,M,outros,1,33,3.0,7,1,1,58,0
6089,Operacoes,regiao_22,Mestrado & acima,M,processo seletivo,1,32,3.0,7,0,0,61,0
1324,Tecnologia,regiao_7,Bacharelado,M,outros,1,30,1.0,3,1,1,81,0
41353,Tecnologia,regiao_22,,M,outros,1,29,4.0,2,0,0,76,0
29609,Operacoes,regiao_2,Mestrado & acima,M,outros,1,37,5.0,11,0,0,57,0
41896,Vendas & Marketing,regiao_32,,M,outros,2,29,3.0,7,0,0,50,0
40876,Vendas & Marketing,regiao_23,Bacharelado,M,outros,1,27,,1,0,0,50,0
27570,Pesquisa & Desenvolvimento,regiao_22,Bacharelado,M,processo seletivo,3,31,5.0,6,1,0,84,1
32030,Compras,regiao_2,Bacharelado,M,processo seletivo,1,31,3.0,3,0,0,75,0
50862,RH,regiao_23,Bacharelado,M,processo seletivo,1,33,3.0,7,0,0,49,0
64924,Vendas & Marketing,regiao_9,Bacharelado,M,processo seletivo,2,30,1.0,2,0,0,48,0
28799,Compras,regiao_2,Bacharelado,M,processo seletivo,2,28,3.0,3,1,0,68,0
11325,Pesquisa & Desenvolvimento,regiao_11,Mestrado & acima,M,outros,2,38,1.0,8,0,0,81,0
31782,Analise,regiao_21,Bacharelado,M,outros,2,29,5.0,2,1,0,84,1
67532,Analise,regiao_2,Bacharelado,M,outros,1,43,3.0,11,1,0,87,1
43441,Vendas & Marketing,regiao_7,Mestrado & acima,M,processo seletivo,1,57,2.0,3,0,0,54,0
64695,Tecnologia,regiao_27,Bacharelado,F,outros,1,24,4.0,2,0,0,82,0
45215,Vendas & Marketing,regiao_2,Bacharelado,F,outros,1,40,2.0,5,1,0,46,0
26429,Vendas & Marketing,regiao_31,Bacharelado,M,outros,1,38,5.0,8,1,0,55,0
1101,Compras,regiao_4,Bacharelado,F,outros,1,33,3.0,3,0,0,69,0
47653,Operacoes,regiao_27,Mestrado & acima,M,outros,1,41,3.0,19,0,0,60,0
41696,Vendas & Marketing,regiao_11,Bacharelado,M,processo seletivo,1,28,3.0,2,1,0,54,1
40526,Financeiro,regiao_21,Mestrado & acima,M,processo seletivo,1,34,3.0,7,0,0,57,0
41269,Operacoes,regiao_13,Bacharelado,F,outros,1,37,3.0,10,0,0,66,0
42240,RH,regiao_11,Bacharelado,F,outros,1,30,3.0,3,0,0,50,0
38097,Vendas & Marketing,regiao_7,Mestrado & acima,M,outros,1,34,3.0,8,1,0,54,1
64837,Tecnologia,regiao_2,Mestrado & acima,M,processo seletivo,1,53,2.0,14,0,0,84,0
51245,Compras,regiao_2,Bacharelado,F,outros,2,59,4.0,31,0,0,70,0
51612,Vendas & Marketing,regiao_23,Mestrado & acima,F,outros,1,36,5.0,9,1,0,49,0
5049,Legal,regiao_32,Bacharelado,M,processo seletivo,1,29,3.0,4,0,0,63,0
59651,Vendas & Marketing,regiao_22,Mestrado & acima,M,outros,1,59,3.0,17,0,0,54,0
12933,Operacoes,regiao_8,Mestrado & acima,M,outros,1,31,3.0,6,0,0,60,0
16915,Operacoes,regiao_14,Bacharelado,F,processo seletivo,1,40,4.0,6,0,0,58,0
40990,Vendas & Marketing,regiao_2,Bacharelado,M,indicacao,1,37,4.0,6,1,0,49,0
65908,RH,regiao_8,Bacharelado,M,processo seletivo,1,27,,1,0,0,52,0
42183,Operacoes,regiao_8,Bacharelado,M,processo seletivo,1,27,5.0,3,1,0,58,0
53707,Operacoes,regiao_15,Bacharelado,M,processo seletivo,3,32,3.0,4,1,0,55,0
58214,Vendas & Marketing,regiao_5,Bacharelado,M,outros,1,29,5.0,7,0,0,51,0
50800,Vendas & Marketing,regiao_13,Bacharelado,M,outros,1,31,5.0,5,0,0,52,0
48638,Vendas & Marketing,regiao_13,Bacharelado,M,processo seletivo,1,34,5.0,6,0,0,51,0
52761,Operacoes,regiao_2,Bacharelado,F,outros,1,32,5.0,6,1,0,61,0
17228,Vendas & Marketing,regiao_24,Bacharelado,M,outros,1,30,3.0,7,0,0,44,0
13116,Operacoes,regiao_19,Bacharelado,M,outros,1,44,3.0,6,1,0,63,0
13257,Tecnologia,regiao_13,Mestrado & acima,M,outros,2,34,3.0,8,0,0,71,0
66527,Vendas & Marketing,regiao_25,Mestrado & acima,M,processo seletivo,1,38,5.0,7,1,0,51,1
41653,Analise,regiao_13,Bacharelado,M,outros,1,30,1.0,5,1,0,86,0
35175,Vendas & Marketing,regiao_8,Mestrado & acima,M,processo seletivo,1,34,5.0,8,1,0,51,0
283,Compras,regiao_15,Mestrado & acima,F,outros,1,30,3.0,5,0,0,82,1
70075,Tecnologia,regiao_15,Bacharelado,M,outros,1,41,3.0,8,0,0,83,0
5417,Vendas & Marketing,regiao_6,Bacharelado,M,outros,1,43,1.0,12,0,0,45,0
49937,Vendas & Marketing,regiao_22,,F,processo seletivo,1,29,3.0,3,0,0,46,0
41863,Tecnologia,regiao_31,Mestrado & acima,M,outros,1,34,1.0,9,0,0,82,0
15746,RH,regiao_22,Mestrado & acima,M,processo seletivo,1,38,3.0,8,0,0,50,0
1279,Vendas & Marketing,regiao_2,Mestrado & acima,M,outros,2,39,4.0,5,1,0,48,0
74101,Tecnologia,regiao_31,Bacharelado,M,processo seletivo,3,24,3.0,3,1,0,80,0
30167,Compras,regiao_27,Mestrado & acima,F,outros,1,38,3.0,5,1,0,71,0
31046,Operacoes,regiao_30,Bacharelado,F,processo seletivo,1,32,3.0,9,0,0,61,0
50121,Operacoes,regiao_2,Bacharelado,M,outros,1,42,5.0,3,0,0,60,0
58673,Tecnologia,regiao_22,Bacharelado,M,processo seletivo,1,31,1.0,5,0,0,87,0
50289,Operacoes,regiao_25,Bacharelado,M,outros,1,31,4.0,5,0,0,62,0
45013,RH,regiao_2,Bacharelado,F,outros,1,59,3.0,17,0,0,48,0
21859,Tecnologia,regiao_13,Mestrado & acima,M,outros,2,34,3.0,7,1,0,82,0
18951,Pesquisa & Desenvolvimento,regiao_22,,M,outros,1,27,3.0,4,0,0,80,0
33443,Financeiro,regiao_11,Bacharelado,M,processo seletivo,1,36,2.0,3,0,0,64,0
57708,Vendas & Marketing,regiao_15,Bacharelado,M,outros,1,33,1.0,7,1,0,53,0
27670,Tecnologia,regiao_31,Mestrado & acima,M,processo seletivo,1,34,5.0,2,1,0,79,0
23872,Operacoes,regiao_3,Bacharelado,M,outros,1,28,3.0,4,0,0,61,0
60506,Compras,regiao_7,Bacharelado,F,outros,2,31,2.0,5,0,0,67,0
69927,Tecnologia,regiao_2,Mestrado & acima,F,outros,2,55,3.0,6,0,0,82,0
64799,Operacoes,regiao_15,Bacharelado,M,outros,1,36,5.0,9,1,0,61,0
75817,Compras,regiao_22,Bacharelado,M,outros,2,29,1.0,3,0,0,69,0
72762,Vendas & Marketing,regiao_6,Bacharelado,M,outros,1,26,5.0,3,1,0,48,0
18500,Compras,regiao_7,Bacharelado,F,outros,1,33,5.0,5,1,0,75,0
62343,Compras,regiao_2,Abaixo do ensino medio,M,processo seletivo,4,23,,1,1,0,72,0
19285,Compras,regiao_2,Bacharelado,M,processo seletivo,1,39,3.0,7,0,1,94,1
58833,Financeiro,regiao_2,Bacharelado,F,outros,1,30,4.0,3,1,0,58,0
33309,Vendas & Marketing,regiao_19,Bacharelado,M,outros,2,35,3.0,6,0,0,48,0
7726,RH,regiao_12,Bacharelado,M,outros,1,35,3.0,5,0,0,54,0
1288,Operacoes,regiao_31,Mestrado & acima,F,outros,1,33,4.0,2,1,0,60,0
26565,Compras,regiao_26,Bacharelado,M,processo seletivo,1,25,,1,0,0,70,0
50016,Operacoes,regiao_15,Bacharelado,M,indicacao,1,41,1.0,9,1,0,61,0
59726,Vendas & Marketing,regiao_16,Mestrado & acima,M,outros,1,46,3.0,14,0,0,52,0
41914,Vendas & Marketing,regiao_2,Bacharelado,M,outros,2,35,1.0,8,0,0,48,0
5484,Operacoes,regiao_7,Mestrado & acima,F,outros,1,34,3.0,9,0,0,57,0
67649,Operacoes,regiao_2,Bacharelado,M,processo seletivo,1,30,5.0,2,1,0,58,0
68769,Operacoes,regiao_22,Mestrado & acima,M,outros,1,57,3.0,13,0,0,56,0
30220,Vendas & Marketing,regiao_23,Bacharelado,M,outros,1,30,4.0,5,1,0,51,0
17305,Operacoes,regiao_12,Bacharelado,F,outros,1,29,3.0,4,1,0,64,0
3881,Vendas & Marketing,regiao_4,Mestrado & acima,M,outros,1,31,3.0,5,0,0,52,0
12032,Analise,regiao_22,Mestrado & acima,M,processo seletivo,1,31,,1,1,0,84,0
33353,Vendas & Marketing,regiao_2,,M,outros,1,30,3.0,4,0,0,53,0
75766,Vendas & Marketing,regiao_2,Mestrado & acima,M,outros,1,54,5.0,10,1,0,48,1
72680,Analise,regiao_7,,M,outros,2,29,3.0,5,0,0,88,0
25132,Operacoes,regiao_31,Mestrado & acima,M,processo seletivo,1,34,3.0,4,0,0,58,0
32849,Analise,regiao_2,Bacharelado,M,outros,1,31,3.0,6,1,0,86,0
50046,Vendas & Marketing,regiao_2,Mestrado & acima,M,processo seletivo,1,36,1.0,9,0,0,49,0
57798,Compras,regiao_27,Bacharelado,M,outros,1,30,5.0,6,1,0,71,0
4638,Vendas & Marketing,regiao_16,Bacharelado,M,outros,1,31,2.0,5,1,0,53,0
660,Tecnologia,regiao_16,Bacharelado,F,processo seletivo,1,30,5.0,2,0,0,81,0
31743,Operacoes,regiao_27,Bacharelado,F,processo seletivo,1,31,3.0,4,1,0,62,0
63863,RH,regiao_7,Abaixo do ensino medio,F,processo seletivo,1,25,3.0,3,0,0,49,0
3301,Vendas & Marketing,regiao_25,Bacharelado,M,outros,1,25,1.0,2,0,0,53,0
19531,Vendas & Marketing,regiao_7,Mestrado & acima,F,outros,1,46,2.0,17,0,0,50,0
59579,Vendas & Marketing,regiao_28,Bacharelado,F,outros,2,29,1.0,6,0,0,48,0
49200,Operacoes,regiao_2,Bacharelado,F,processo seletivo,1,34,2.0,8,1,0,60,0
17631,Compras,regiao_7,Mestrado & acima,F,processo seletivo,1,43,3.0,3,0,0,74,0
17886,RH,regiao_7,Bacharelado,M,outros,1,33,5.0,8,1,0,47,0
1468,Compras,regiao_7,Mestrado & acima,M,processo seletivo,1,35,3.0,7,1,0,70,1
71528,Compras,regiao_23,Bacharelado,F,outros,1,27,3.0,3,0,0,66,0
62894,Tecnologia,regiao_1,Mestrado & acima,F,outros,1,37,3.0,7,0,0,76,0
14867,Operacoes,regiao_13,Bacharelado,F,processo seletivo,1,39,5.0,5,1,0,57,0
47170,Vendas & Marketing,regiao_1,Bacharelado,M,processo seletivo,1,28,5.0,7,1,0,52,0
18046,Analise,regiao_22,Bacharelado,F,outros,1,36,5.0,8,1,0,86,0
46795,RH,regiao_7,Bacharelado,M,outros,1,28,,1,0,0,56,0
52561,Operacoes,regiao_31,Bacharelado,M,outros,1,40,5.0,12,1,0,63,1
7222,Tecnologia,regiao_2,,F,processo seletivo,1,31,4.0,5,0,0,79,0
49159,Analise,regiao_28,Bacharelado,M,outros,2,35,3.0,5,1,0,83,0
19860,Vendas & Marketing,regiao_13,Bacharelado,M,outros,1,39,3.0,4,0,0,51,0
71421,Vendas & Marketing,regiao_28,Mestrado & acima,M,processo seletivo,1,44,2.0,14,1,0,48,1
63502,Vendas & Marketing,regiao_25,Bacharelado,M,outros,1,28,5.0,4,1,0,49,1
3561,Compras,regiao_2,Bacharelado,M,processo seletivo,1,50,2.0,12,0,0,73,0
29207,Vendas & Marketing,regiao_31,Bacharelado,M,processo seletivo,4,36,2.0,7,1,0,51,0
76687,Analise,regiao_32,Bacharelado,M,outros,1,30,5.0,7,1,0,85,0
72411,Compras,regiao_2,Mestrado & acima,M,processo seletivo,1,50,5.0,19,1,0,69,0
45734,Vendas & Marketing,regiao_16,Mestrado & acima,M,processo seletivo,1,40,3.0,11,0,0,50,0
26085,Operacoes,regiao_7,Bacharelado,M,outros,1,36,5.0,10,0,0,63,0
69216,Tecnologia,regiao_2,,M,outros,1,51,3.0,8,0,0,84,0
7881,Analise,regiao_31,Bacharelado,M,processo seletivo,1,27,5.0,2,1,0,86,0
58120,Legal,regiao_22,Bacharelado,M,processo seletivo,1,32,3.0,3,0,0,63,0
5533,Compras,regiao_16,Bacharelado,F,processo seletivo,1,30,1.0,2,0,0,69,0
76514,Compras,regiao_2,Bacharelado,F,processo seletivo,2,26,5.0,3,1,0,71,0
53914,Vendas & Marketing,regiao_10,Mestrado & acima,M,outros,1,36,1.0,10,0,0,48,0
66203,Analise,regiao_31,Bacharelado,M,processo seletivo,1,36,3.0,7,0,0,86,0
43290,Vendas & Marketing,regiao_26,Mestrado & acima,M,processo seletivo,1,38,1.0,3,0,0,55,0
26748,Operacoes,regiao_2,Mestrado & acima,M,processo seletivo,2,37,5.0,9,1,0,57,0
72976,Tecnologia,regiao_29,Bacharelado,F,processo seletivo,1,29,3.0,4,0,0,78,0
42551,Vendas & Marketing,regiao_2,,M,outros,1,40,5.0,14,1,0,55,0
65297,Compras,regiao_4,Mestrado & acima,M,processo seletivo,1,55,5.0,26,1,0,69,0
15582,Operacoes,regiao_11,Bacharelado,M,outros,1,28,4.0,6,0,0,67,0
9280,Vendas & Marketing,regiao_2,,M,outros,2,24,3.0,1,0,0,65,1
53687,Legal,regiao_31,Mestrado & acima,M,outros,1,34,3.0,6,0,0,57,0
21226,Analise,regiao_28,Bacharelado,M,outros,2,30,5.0,6,0,0,85,0
76785,Vendas & Marketing,regiao_3,Mestrado & acima,M,processo seletivo,1,36,3.0,4,0,0,47,0
4433,Vendas & Marketing,regiao_2,Bacharelado,M,processo seletivo,1,31,3.0,6,1,0,47,0
75855,RH,regiao_22,Bacharelado,F,processo seletivo,1,28,3.0,4,0,0,49,0
62045,Operacoes,regiao_29,Bacharelado,M,processo seletivo,2,35,3.0,9,0,0,61,0
68670,Compras,regiao_2,Mestrado & acima,F,outros,1,38,4.0,9,1,0,70,0
17062,Tecnologia,regiao_2,Mestrado & acima,F,processo seletivo,2,40,1.0,12,0,0,77,0
40013,Compras,regiao_31,Mestrado & acima,M,outros,1,42,5.0,3,1,0,69,1
59839,Operacoes,regiao_2,Bacharelado,M,processo seletivo,1,33,5.0,9,0,0,61,0
52381,Operacoes,regiao_15,Bacharelado,F,processo seletivo,1,29,5.0,3,1,0,61,0
25586,Compras,regiao_7,Bacharelado,M,processo seletivo,1,29,1.0,3,0,0,70,0
